geneset	Pt1	Pt2	Pt4	Pt5	Pt6	Pt7	Pt8	Pt9	Pt10	Pt12	Pt13	Pt14	Pt15	Pt16	Pt19	Pt20	Pt22	Pt23	Pt25	Pt27A	Pt27B	Pt28	Pt29	Pt31	Pt32	Pt35	Pt37	Pt38
LU_TUMOR_ANGIOGENESIS_UP	-0.170386858332477	-0.339553393543996	-0.0386714968333475	-0.4459772814532	-0.284436339860857	0.167756922015523	-0.0935026607266898	-0.464439896646851	0.407956265379606	0.139261776646569	0.308709152888069	0.298545546232631	-0.373660138034228	0.203904695479736	-0.13717192981408	-0.200425038893056	0.385523710304661	0.437462942982018	-0.163353930558347	-0.0974289116466951	-0.256301232716386	-0.00572167328702303	-0.151500326690794	0.224111100937309	0.164912327839484	0.0880640683056912	-0.371562826522672	0.0684683829988146
TSAI_RESPONSE_TO_RADIATION_THERAPY	0.334811676943888	0.0756048429404556	-0.425637699054329	-0.339035500227423	-0.354281447076173	-0.306398942315962	0.326988364252339	-0.241052826203661	0.1554126561165	0.12754222584152	0.490408195542456	0.390029896608307	-0.342312325116538	0.282725846532836	0.0762727530532089	-0.184322522457855	0.441222207121697	0.150019163735637	-0.106923739604434	0.174271816708206	-0.216401050756495	-0.238273272010719	-0.256428582162714	0.223162221645742	0.331837974450358	-0.212585371265327	-0.500104760016411	0.0813446695024163
WILCOX_PRESPONSE_TO_ROGESTERONE_DN	0.30065279240611	-0.299413964972282	-0.233470624776664	-0.383509693567566	-0.142504162380735	-0.164980695767662	-0.200603383278155	-0.193137605270704	0.253622174921199	0.216559482720105	0.439024458391425	0.335731586444795	-0.255896077586654	0.0647459179317412	0.161964068770568	-0.23413579917778	0.387314303435722	0.231342050444221	-0.224125238032883	0.0026728910025893	-0.156698830779496	-0.0275208605020641	-0.257376625011604	0.306489695525195	0.419764234121142	0.132880319021081	-0.373145636900824	-0.225274582932387
LIEN_BREAST_CARCINOMA_METAPLASTIC	0.531982609867981	-0.378471348023844	-0.371208390359582	-0.41487269417374	-0.125670324585714	-0.310840819980816	0.100415236107413	-0.288770708203286	0.508742613531768	0.405224971583601	0.451698137302967	0.346477938065133	-0.551370416882473	-0.0108100530135384	-0.00268848749893214	-0.392721210736678	0.672124635282697	0.343116775202778	-0.277899108720171	-0.0306003477674065	-0.258912215135021	-0.228051514328528	-0.067306674742861	0.289858056801343	0.569477139754493	-0.14522257286197	-0.506064421748116	-0.443909477822399
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP	-0.240776646392533	-0.59544501192404	-0.147223169076589	0.265622652768534	-0.340184416290456	0.483374078059982	-0.385358594843535	-0.225991902335329	0.434640899063848	0.487464781618208	-0.433580779262611	0.5355033516885	-0.211003939795173	-0.253387694037512	0.246503624567589	-0.592021211602151	0.0848139117518667	0.434589949483231	0.104297541550545	0.287354261703621	-0.406784164266197	-0.114150541235323	-0.16038827874645	0.277647550829697	0.304157593809048	0.402507064144551	-0.279502495871476	-0.141506054498066
HARRIS_HYPOXIA	-0.0885200834187705	-0.101694144879552	-0.255511454870578	-0.308246659797195	-0.0308181310364583	0.268149914465364	0.0034653542584521	-0.360058645328302	0.375617691737129	-0.0655761965247097	0.316120580875748	0.443021654867522	-0.419676926396048	0.504998752962245	0.118001506904153	-0.324994971753956	0.0996930324334104	0.240574890809411	-0.117474753102252	-0.174734923066302	-0.368738966617628	0.288270119746945	-0.187087222417815	0.261934024582039	-0.178433114362203	-0.170940116058597	-0.277418504680876	-0.168460698230403
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_DUCTAL_NORMAL_UP	0.577376880861519	-0.236339267472504	-0.368531108878962	-0.39261017461348	0.33827319444339	-0.281514047334491	0.00148022507095799	-0.269124934414673	0.396350880837963	0.405953530868788	0.587748741532042	0.417830989670978	-0.426137714484463	-0.238956827094982	-0.0249543563394956	-0.380465816179177	0.689443313895771	0.458376666415888	-0.528619231662002	0.114395185027539	-0.145994763065855	-0.400560962456449	-0.233477666429163	0.0128157512633459	0.220072679803161	-0.255042897222208	-0.620601862037287	-0.407546715338935
WEINMANN_ADAPTATION_TO_HYPOXIA_DN	0.0550578775579374	-0.313532890492386	-0.216259897889319	-0.319060675844291	-0.15298150450638	0.0813764287531843	-0.154505684042714	0.111473746719417	0.461701705383461	0.0124437040332372	0.510047439667872	0.352122936416389	-0.271724635554337	0.376213600623953	-0.0650543222571542	-0.274340808742045	0.363863898665305	0.233105913694825	-0.318779976839797	0.0286251153635867	-0.137403549215931	0.179156927206191	-0.123390819372972	0.232914055090476	0.341904383720852	-0.225749764946641	-0.345133477874791	0.0053086133616706
NAKAMURA_CANCER_MICROENVIRONMENT_UP	0.013281548912058	-0.3009755938034	-0.165331760185186	-0.36425989406218	0.186197463762159	-0.148835483925954	-0.0548948586759913	-0.052072104637087	-0.388643284887773	0.368743602602863	0.17121017963541	0.243874697859948	-0.164365670948521	-0.0702867880784863	0.262738291496189	-0.322312350048398	0.49120047763804	0.391399745182848	0.21529366677985	0.0569651810483843	-0.233314514957053	-0.21070213866005	-0.252576305911567	0.466275486908588	0.643565133657414	-0.0191912261732947	-0.152930080584475	-0.458352968507715
WILLIAMS_ESR1_TARGETS_UP	0.19023162177878	-0.185325227795293	-0.366210048122395	-0.0690019867385366	0.0527327971438947	-0.0901636900998881	-0.0258904975712344	0.0505784939229595	0.0861376141421461	0.137217939330633	-0.191605735644874	0.14448964308842	-0.221220964543597	0.0121909439416849	0.288636982722618	-0.224084691659726	-0.0434054793025809	0.242676341564656	0.21422299691936	-0.0133985027909587	-0.495776026969471	0.11977377227514	-0.0350921354329213	0.332118727983283	-0.39302328247192	0.295054695001062	-0.0550787077503928	0.171140123775651
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN	0.0678864270137317	-0.141745363964395	0.0760145910971133	-0.289846965751938	-0.0156788091075033	0.0281870122353124	-0.168469665982218	-0.0410304753489361	0.194564988924563	0.0428282588533888	0.360222069854491	0.111697181897951	0.0236308946213507	0.168624562152809	0.150472442130321	-0.0127431020766818	0.297958222460966	0.151489470519535	-0.26185274526505	0.101972977986701	0.0692835045425455	-0.106466259787775	-0.109582737286104	-0.0415747592913319	0.291345350170851	-0.0979838035059163	-0.285365403190011	-0.0539067095794669
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	-0.60615704673488	0.415077625557655	0.455597520392029	0.22574525246607	-0.220914095718229	0.0632339044820539	-0.0662644890382727	-0.483859930453694	-0.667575589311232	-0.647273387829376	-0.76810632017354	-0.399929236989542	0.563578164537376	0.56204260277313	0.429960607943	0.307108620937014	-0.611236679190597	-0.503885512601462	0.585192399919184	0.392083607037612	0.438772398872974	0.126564709311097	0.396147186746553	0.0362532500480635	-0.522647488369706	-0.576848182784482	0.614919148179037	0.30569320394791
VALK_AML_CLUSTER_13	0.0270511077479375	-0.266074300874331	-0.099664612268143	-0.407357243795369	-0.186286703036861	0.0237424252367746	-0.156486642385911	-0.1430210192278	0.311202919159446	0.0877537424859126	0.143282556329428	-0.124080565716123	-0.425546044899661	0.207831226901239	0.1352018366918	0.230420035337866	0.319154825486077	0.120142340023164	0.160632640601379	-0.0193410417712351	-0.233913885831863	0.0726543087297663	-0.08172718955922	0.200394049651922	0.00944900347669678	-0.330721843696816	-0.0917661624519086	0.204078918697483
WANG_BARRETTS_ESOPHAGUS_UP	0.0559362866183019	0.224034240099503	-0.38534116771634	-0.367861031141708	-0.00384491811985212	-0.325322804545752	0.0908628563936919	0.208899699106707	-0.322227965775216	0.0703452199981142	0.197120455402731	0.051792943429587	-0.126451758050171	-0.0698703417700525	0.281866723302463	0.0400929825266998	0.288131955990444	0.148823140419597	0.0582046438467781	0.18212630559695	-0.0953710072148257	0.235749438877408	0.0291738064405777	0.188738394239701	0.0643344144895182	-0.176824724339396	-0.27463590229815	0.311363043370756
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_UP	0.171592018154837	0.162087848883641	-0.159815563332937	-0.211342094169748	-0.0698546501433735	-0.389700690797788	-0.186252683260691	0.373382357976806	0.345619006019102	0.376873304600777	0.340491964803082	0.252100860482052	-0.395750979740769	-0.264122033685179	-0.166631412318117	-0.157103556520332	0.570963499260086	0.382460991892411	-0.258969778309751	-0.172158841294712	-0.272805982722039	-0.123222299078968	-0.122011140029376	-0.153192061657506	0.487325359476679	-0.15804733229096	-0.412685255814048	-0.0320158035995134
